datetime,timestamp,open,high,low,close,volume,middle_band,std,upper_band,lower_band,signal,position,market_return,strategy_return,market_cumulative_return,strategy_cumulative_return,equity,drawdown,trade
2025-02-13 00:00:00,1739404800,0.8,0.8002,0.7897,0.7937,1488403.51058866,0.7826500000000001,0.011543943502068367,0.8057378870041368,0.7595621129958633,0,0.0,-0.007502813555083199,-0.0,0.046131540793463044,0.0,10000.0,0.0,0.0
2025-02-13 01:00:00,1739408400,0.7938,0.8042,0.7918,0.801,1556086.40394172,0.78436,0.011605370807472992,0.8075707416149459,0.761149258385054,0,0.0,0.009197429759355114,0.0,0.05575326215895693,0.0,10000.0,0.0,0.0
2025-02-13 02:00:00,1739412000,0.8009,0.8013,0.7882,0.7899,2079715.39874812,0.7858949999999999,0.010025098765755707,0.8059451975315113,0.7658448024684885,0,0.0,-0.013857677902621712,-0.0,0.041122973507315974,0.0,10000.0,0.0,0.0
2025-02-13 03:00:00,1739415600,0.79,0.7927,0.7858,0.7882,1477187.76013018,0.7868299999999999,0.009258231046223765,0.8053464620924474,0.7683135379075524,0,0.0,-0.002152171160906491,-0.0,0.03888229866877624,0.0,10000.0,0.0,0.0
2025-02-13 04:00:00,1739419200,0.7883,0.789,0.7747,0.7775,1777623.60071301,0.78716,0.008765026195655362,0.8046900523913108,0.7696299476086892,0,0.0,-0.01357523471200206,-0.0,0.024779227626203326,0.0,10000.0,0.0,0.0
2025-02-13 05:00:00,1739422800,0.7775,0.7823,0.7705,0.7823,2166224.16853634,0.786845,0.008823561460210027,0.80449212292042,0.76919787707958,0,0.0,0.00617363344051447,0.0,0.031105838935020946,0.0,10000.0,0.0,0.0
2025-02-13 06:00:00,1739426400,0.7821,0.7839,0.7697,0.7752,3112480.66938041,0.785975,0.009080335896870696,0.8041356717937413,0.7678143282062586,0,0.0,-0.00907580212194814,-0.0,0.021747726374061305,0.0,10000.0,0.0,0.0
2025-02-13 07:00:00,1739430000,0.7749,0.7874,0.7709,0.7848,3055655.79866597,0.7858750000000001,0.009081784835013007,0.8040385696700261,0.7677114303299741,0,0.0,0.012383900928792713,0.0,0.03440094899169699,0.0,10000.0,0.0,0.0
2025-02-13 08:00:00,1739433600,0.7845,0.7886,0.7735,0.7759,1303060.2821267,0.7853950000000001,0.009352313251698396,0.8040996265033968,0.7666903734966033,0,0.0,-0.011340468909276313,-0.0,0.022670357189930712,0.0,10000.0,0.0,0.0
2025-02-13 09:00:00,1739437200,0.7756,0.7841,0.7736,0.7829,672793.99277216,0.7860400000000001,0.008653408212040442,0.8033468164240809,0.7687331835759192,0,0.0,0.009021781157365627,0.0,0.03189666534862323,0.0,10000.0,0.0,0.0
2025-02-13 10:00:00,1739440800,0.7827,0.7831,0.777,0.7802,514382.77341642,0.7864599999999999,0.008112848808493353,0.8026856976169866,0.7702343023830133,0,0.0,-0.0034487163111508456,-0.0,0.028337946487413168,0.0,10000.0,0.0,0.0
2025-02-13 11:00:00,1739444400,0.7801,0.7858,0.7775,0.7831,765545.29989447,0.787055,0.007333734239440026,0.80172246847888,0.7723875315211199,0,0.0,0.003716995642143006,0.0,0.03216027415315725,0.0,10000.0,0.0,0.0
2025-02-13 12:00:00,1739448000,0.783,0.7881,0.7781,0.7799,1079950.08592709,0.786775,0.007501219199149058,0.8017774383982981,0.7717725616017019,0,0.0,-0.004086323585748897,-0.0,0.027942533280612247,0.0,10000.0,0.0,0.0
2025-02-13 13:00:00,1739451600,0.7801,0.7881,0.7759,0.7823,1183108.15966661,0.78647,0.007555485981791708,0.8015809719635835,0.7713590280364165,0,0.0,0.003077317604821106,0.0,0.03110583893502117,0.0,10000.0,0.0,0.0
2025-02-13 14:00:00,1739455200,0.7823,0.7832,0.7706,0.7793,3527279.2401135,0.786205,0.0077157716126739955,0.801636543225348,0.770773456774652,0,0.0,-0.0038348459670203283,-0.0,0.027151706867010184,0.0,10000.0,0.0,0.0
2025-02-13 15:00:00,1739458800,0.7792,0.793,0.7745,0.7884,1958521.68400124,0.78624,0.00772449282954439,0.8016889856590889,0.7707910143409112,0,0.0,0.011677146156807483,0.0,0.03914590747331048,0.0,10000.0,0.0,0.0
2025-02-13 16:00:00,1739462400,0.7882,0.795,0.7753,0.778,1766857.11416487,0.785565,0.007829786244309472,0.8012245724886189,0.769905427511381,0,0.0,-0.013191273465246067,-0.0,0.025438249637538712,0.0,10000.0,0.0,0.0
2025-02-13 17:00:00,1739466000,0.7781,0.7865,0.7758,0.7839,1430353.60598247,0.7851400000000001,0.007668280531891659,0.8004765610637834,0.7698034389362167,0,0.0,0.007583547557840742,0.0,0.033214709371294004,0.0,10000.0,0.0,0.0
2025-02-13 18:00:00,1739469600,0.784,0.8,0.7827,0.7993,2530021.62636732,0.785275,0.007900891022370043,0.80107678204474,0.7694732179552599,0,0.0,0.01964536292894503,0.0,0.05351258732041764,0.0,10000.0,0.0,0.0
2025-02-13 19:00:00,1739473200,0.7992,0.8133,0.7942,0.7985,5857906.76861328,0.785215,0.007789350016799205,0.8007937000335984,0.7696362999664016,0,0.0,-0.0010008757662954837,-0.0,0.05245815210228133,0.0,10000.0,0.0,0.0
2025-02-13 20:00:00,1739476800,0.7985,0.8112,0.7972,0.8077,1611839.73611341,0.785915,0.009109236203465432,0.8041334724069309,0.7676965275930692,-1,0.0,0.011521603005635539,0.0,0.06458415711084853,0.0,10000.0,0.0,0.0
2025-02-13 21:00:00,1739480400,0.8077,0.825,0.8074,0.8153,4650584.49240273,0.7866299999999999,0.010766131103946645,0.8081622622078932,0.7650977377921067,-1,-1.0,0.009409434195864819,-0.009409434195864819,0.07460129168314333,-0.009409434195864819,9905.905658041353,0.009409434195864708,-1.0
2025-02-13 22:00:00,1739484000,0.815,0.8309,0.8087,0.8109,4394187.25190392,0.78768,0.012049398325227645,0.8117787966504554,0.7635812033495447,0,-1.0,-0.005396786458972236,0.005396786458972236,0.06880189798339376,-0.004063428443947359,9959.365715560527,0.004063428443947359,0.0
2025-02-13 23:00:00,1739487600,0.811,0.813,0.8041,0.8106,2603530.78802385,0.7888,0.013095881232782946,0.8149917624655658,0.7626082375344341,0,0.0,-0.00036995930447647485,-0.0,0.06840648477659261,-0.004063428443947359,9959.365715560527,0.004063428443947359,1.0
2025-02-14 00:00:00,1739491200,0.8109,0.8145,0.7994,0.804,1347867.10422854,0.790125,0.013232292039989801,0.8165895840799796,0.7636604159200203,0,0.0,-0.008142116950407008,-0.0,0.05970739422696836,-0.004063428443947359,9959.365715560527,0.004063428443947359,0.0
2025-02-14 01:00:00,1739494800,0.8039,0.8056,0.7965,0.8006,994161.00960289,0.79104,0.013295286066081682,0.8176305721321633,0.7644494278678367,0,0.0,-0.004228855721393088,-0.0,0.05522604454988911,-0.004063428443947359,9959.365715560527,0.004063428443947359,0.0
2025-02-14 02:00:00,1739498400,0.8008,0.8055,0.7995,0.8008,625557.49265496,0.79232,0.012916965587938915,0.8181539311758779,0.7664860688241222,0,0.0,0.0002498126405194867,0.0,0.05548965335442313,-0.004063428443947359,9959.365715560527,0.004063428443947359,0.0
2025-02-14 03:00:00,1739502000,0.8009,0.8141,0.7988,0.8129,1427515.56309785,0.793725,0.013567797595002122,0.8208605951900042,0.7665894048099958,0,0.0,0.015109890109890056,0.0,0.07143798602873441,-0.004063428443947359,9959.365715560527,0.004063428443947359,0.0
2025-02-14 04:00:00,1739505600,0.8131,0.8153,0.8042,0.8054,1174959.729531,0.7952,0.01312426439041334,0.8214485287808267,0.7689514712191733,0,0.0,-0.009226227088202643,-0.0,0.06155265585870673,-0.004063428443947359,9959.365715560527,0.004063428443947359,0.0
2025-02-14 05:00:00,1739509200,0.8056,0.8059,0.7973,0.7982,2201921.98960507,0.795965,0.012811765768435715,0.8215885315368715,0.7703414684631286,0,0.0,-0.008939657313136284,-0.0,0.05206273889548019,-0.004063428443947359,9959.365715560527,0.004063428443947359,0.0
2025-02-14 06:00:00,1739512800,0.7981,0.8009,0.7949,0.7975,1101460.31394469,0.7968299999999999,0.012263643315443376,0.8213572866308867,0.7723027133691132,0,0.0,-0.0008769731896768329,-0.0,0.05114010807961078,-0.004063428443947359,9959.365715560527,0.004063428443947359,0.0
2025-02-14 07:00:00,1739516400,0.7975,0.8013,0.7968,0.7997,623152.48233313,0.7976599999999999,0.011839914651185892,0.8213398293023717,0.7739801706976281,0,0.0,0.0027586206896550447,0.0,0.05403980492948546,-0.004063428443947359,9959.365715560527,0.004063428443947359,0.0
2025-02-14 08:00:00,1739520000,0.7997,0.8231,0.7986,0.813,2730794.38419007,0.799315,0.01153622555257992,0.8223874511051599,0.7762425488948401,0,0.0,0.01663123671376754,0.0,0.07156979043100109,-0.004063428443947359,9959.365715560527,0.004063428443947359,0.0
2025-02-14 09:00:00,1739523600,0.8129,0.8283,0.8111,0.82,2719107.80444864,0.8011999999999999,0.011688726012250924,0.8245774520245017,0.7778225479754981,0,0.0,0.008610086100861114,0.0,0.08079609858969361,-0.004063428443947359,9959.365715560527,0.004063428443947359,0.0
2025-02-14 10:00:00,1739527200,0.8199,0.8216,0.8109,0.8122,1500082.17357621,0.8028449999999999,0.010719312379753397,0.8242836247595067,0.7814063752404932,0,0.0,-0.009512195121951117,-0.0,0.070515355212865,-0.004063428443947359,9959.365715560527,0.004063428443947359,0.0
2025-02-14 11:00:00,1739530800,0.812,0.8156,0.8025,0.8065,1024368.21745076,0.80375,0.010186394434683199,0.8241227888693664,0.7833772111306335,0,0.0,-0.007017975868012893,-0.0,0.06300250428364396,-0.004063428443947359,9959.365715560527,0.004063428443947359,0.0
2025-02-14 12:00:00,1739534400,0.8062,0.8062,0.7966,0.8008,1335735.38998951,0.80489,0.00824345992766052,0.821376919855321,0.788403080144679,0,0.0,-0.007067575945443272,-0.0,0.05548965335442291,-0.004063428443947359,9959.365715560527,0.004063428443947359,0.0
2025-02-14 13:00:00,1739538000,0.8006,0.8097,0.7981,0.8068,1185620.40745517,0.806035,0.006601377447966743,0.8192377548959334,0.7928322451040665,0,0.0,0.007492507492507405,0.0,0.06339791749044488,-0.004063428443947359,9959.365715560527,0.004063428443947359,0.0
2025-02-14 14:00:00,1739541600,0.8069,0.8186,0.8011,0.8139,1871805.1517793,0.8067650000000001,0.006624617168680513,0.8200142343373611,0.793515765662639,0,0.0,0.008800198314328211,0.0,0.07275603005140452,-0.004063428443947359,9959.365715560527,0.004063428443947359,0.0
2025-02-14 15:00:00,1739545200,0.8138,0.8152,0.7984,0.8077,1785539.79590186,0.8072250000000001,0.006333526082015978,0.819892052164032,0.7945579478359681,0,0.0,-0.007617643445140709,-0.0,0.0645841571108483,-0.004063428443947359,9959.365715560527,0.004063428443947359,0.0
2025-02-14 16:00:00,1739548800,0.8078,0.8106,0.7999,0.8104,1033033.43586378,0.8073599999999999,0.006372837094385568,0.820105674188771,0.7946143258112287,0,0.0,0.003342825306425601,0.0,0.06814287597205815,-0.004063428443947359,9959.365715560527,0.004063428443947359,0.0
2025-02-14 17:00:00,1739552400,0.8103,0.8275,0.8041,0.823,3464153.2079739,0.807745,0.007071996293759277,0.8218889925875186,0.7936010074124815,-1,0.0,0.01554787759131293,0.0,0.0847502306577046,-0.004063428443947359,9959.365715560527,0.004063428443947359,0.0
2025-02-14 18:00:00,1739556000,0.8229,0.8291,0.8144,0.8167,2534067.52550815,0.808035,0.007322659496744384,0.8226803189934887,0.7933896810065112,0,-1.0,-0.007654921020656125,0.007654921020656125,0.07644655331488126,0.0035603873528973207,10035.603873528973,0.0,-1.0
2025-02-14 19:00:00,1739559600,0.8168,0.8277,0.8125,0.8174,2933307.54852004,0.8083750000000001,0.0076006145873383614,0.8235762291746768,0.7931737708253234,0,0.0,0.0008571078731480775,0.0,0.07736918413075067,0.0035603873528973207,10035.603873528973,0.0,1.0
2025-02-14 20:00:00,1739563200,0.8175,0.8209,0.8022,0.8054,2411982.53419967,0.8084449999999999,0.0075645624634314065,0.8235741249268627,0.7933158750731371,0,0.0,-0.014680694886224588,-0.0,0.061552655858706506,0.0035603873528973207,10035.603873528973,0.0,0.0
2025-02-14 21:00:00,1739566800,0.8055,0.8098,0.7986,0.8066,2517240.68099469,0.808745,0.007353085639447572,0.8234511712788952,0.7940388287211049,0,0.0,0.0014899428855226216,0.0,0.06313430868591086,0.0035603873528973207,10035.603873528973,0.0,0.0
2025-02-14 22:00:00,1739570400,0.8064,0.8079,0.79,0.7951,3028129.41111758,0.80846,0.007775562257550907,0.8240111245151017,0.7929088754848982,0,0.0,-0.014257376642697661,-0.0,0.04797680242520186,0.0035603873528973207,10035.603873528973,0.0,0.0
2025-02-14 23:00:00,1739574000,0.7955,0.8017,0.793,0.8,1374059.30829829,0.8078150000000001,0.007921541250884921,0.8236580825017699,0.7919719174982303,0,0.0,0.006162746824298848,0.0,0.0544352181362866,0.0035603873528973207,10035.603873528973,0.0,0.0
2025-02-15 00:00:00,1739577600,0.7998,0.8003,0.791,0.795,1639532.97085103,0.8072950000000001,0.008414428397886326,0.8241238567957727,0.7904661432042275,0,0.0,-0.006249999999999978,-0.0,0.04784499802293474,0.0035603873528973207,10035.603873528973,0.0,0.0
2025-02-15 01:00:00,1739581200,0.7947,0.8059,0.7942,0.8051,1161865.9716779,0.8076399999999999,0.008159489148095765,0.8239589782961915,0.7913210217038084,0,0.0,0.012704402515723245,0.0,0.061157242651905364,0.0035603873528973207,10035.603873528973,0.0,0.0
2025-02-15 02:00:00,1739584800,0.805,0.8139,0.805,0.8135,1912132.36409997,0.80844,0.007892994895541868,0.8242259897910837,0.7926540102089163,0,0.0,0.010433486523413249,0.0,0.07222881244233648,0.0035603873528973207,10035.603873528973,0.0,0.0
2025-02-15 03:00:00,1739588400,0.8137,0.8138,0.8063,0.8079,830040.54789956,0.80885,0.007623474825894668,0.8240969496517893,0.7936030503482107,0,0.0,-0.006883835279655859,-0.0,0.06484776591538233,0.0035603873528973207,10035.603873528973,0.0,0.0
2025-02-15 04:00:00,1739592000,0.808,0.8141,0.8065,0.8096,1100437.01129831,0.8086800000000001,0.007563736197353469,0.823807472394707,0.7935525276052932,0,0.0,0.00210422081940842,0.0,0.06708844075392206,0.0035603873528973207,10035.603873528973,0.0,0.0
2025-02-15 05:00:00,1739595600,0.8094,0.8102,0.805,0.8058,1130947.75823732,0.8079699999999999,0.00709730119203941,0.8221646023840786,0.7937753976159211,0,0.0,-0.004693675889328119,-0.0,0.06207987346777455,0.0035603873528973207,10035.603873528973,0.0,0.0
2025-02-15 06:00:00,1739599200,0.8057,0.8057,0.795,0.7965,1168236.35223481,0.8071849999999999,0.00746361525211323,0.8221122305042264,0.7922577694957734,0,0.0,-0.011541325390915791,-0.0,0.04982206405694023,0.0035603873528973207,10035.603873528973,0.0,0.0
2025-02-15 07:00:00,1739602800,0.7961,0.8012,0.7932,0.7967,1356853.2714957,0.806695,0.007823949399793244,0.8223428987995866,0.7910471012004135,0,0.0,0.00025109855618321575,0.0,0.05008567286147425,0.0035603873528973207,10035.603873528973,0.0,0.0
2025-02-15 08:00:00,1739606400,0.7967,0.8047,0.7966,0.8005,529583.45859045,0.8066800000000001,0.007836124176227805,0.8223522483524557,0.7910077516475444,0,0.0,0.004769674908999599,0.0,0.05509424014762154,0.0035603873528973207,10035.603873528973,0.0,0.0
2025-02-15 09:00:00,1739610000,0.8006,0.8038,0.7975,0.7979,828583.5015473,0.806235,0.00807792801729693,0.8223908560345939,0.7900791439654061,0,0.0,-0.003247970018738222,-0.0,0.0516673256886786,0.0035603873528973207,10035.603873528973,0.0,0.0
2025-02-15 10:00:00,1739613600,0.7981,0.801,0.7938,0.7986,574152.6768092,0.80547,0.008038204827080807,0.8215464096541616,0.7893935903458384,0,0.0,0.0008773029201654126,0.0,0.052589956504547786,0.0035603873528973207,10035.603873528973,0.0,0.0
2025-02-15 11:00:00,1739617200,0.7984,0.8,0.79,0.794,790304.3452259,0.8047850000000001,0.008413164809111001,0.8216113296182221,0.787958670381778,0,0.0,-0.005760080140245316,-0.0,0.04652695400026419,0.0035603873528973207,10035.603873528973,0.0,0.0
2025-02-15 12:00:00,1739620800,0.7943,0.7971,0.7919,0.7938,476502.40031263,0.803955,0.008645684959623165,0.8212463699192463,0.7866636300807537,0,0.0,-0.0002518891687658398,-0.0,0.046263345195729944,0.0035603873528973207,10035.603873528973,0.0,0.0
2025-02-15 13:00:00,1739624400,0.794,0.7963,0.7907,0.7921,771746.03149502,0.8024100000000001,0.007780873986899115,0.8179717479737983,0.7868482520262018,0,0.0,-0.0021415973796925503,-0.0,0.04402267035719043,0.0035603873528973207,10035.603873528973,0.0,0.0
2025-02-15 14:00:00,1739628000,0.7921,0.7923,0.7801,0.7879,3123837.88732885,0.8009700000000001,0.007661118511164683,0.8162922370223294,0.7856477629776707,0,0.0,-0.005302360813028595,-0.0,0.038486885461975096,0.0035603873528973207,10035.603873528973,0.0,0.0
2025-02-15 15:00:00,1739631600,0.7881,0.7917,0.7835,0.7866,870237.10651601,0.79943,0.007270278355635891,0.8139705567112717,0.7848894432887282,0,0.0,-0.0016499555781192,-0.0,0.0367734282325034,0.0035603873528973207,10035.603873528973,0.0,0.0
2025-02-15 16:00:00,1739635200,0.7868,0.7886,0.7821,0.7846,1066896.63105565,0.79839,0.007836950266123428,0.8140639005322469,0.7827160994677532,0,0.0,-0.002542588354945363,-0.0,0.034137340187162746,0.0035603873528973207,10035.603873528973,0.0,0.0
2025-02-15 17:00:00,1739638800,0.7844,0.7875,0.7807,0.7837,1140302.44305733,0.797245,0.008236981754323715,0.8137189635086474,0.7807710364913526,0,0.0,-0.001147081315319931,-0.0,0.03295110056675932,0.0035603873528973207,10035.603873528973,0.0,0.0
2025-02-15 18:00:00,1739642400,0.7836,0.7915,0.7826,0.7893,1905938.26357459,0.796955,0.00841661733527375,0.8137882346705475,0.7801217653294524,0,0.0,0.007145591425290254,0.0,0.040332147093713244,0.0035603873528973207,10035.603873528973,0.0,0.0
2025-02-15 19:00:00,1739646000,0.7893,0.7901,0.7828,0.784,1184710.21819149,0.796155,0.008860644802484738,0.8138762896049694,0.7784337103950305,0,0.0,-0.006714810591663456,-0.0,0.03334651377356046,0.0035603873528973207,10035.603873528973,0.0,0.0
2025-02-15 20:00:00,1739649600,0.784,0.7861,0.7748,0.7791,2232260.35144499,0.79536,0.00964803770613271,0.8146560754122654,0.7760639245877345,0,0.0,-0.006249999999999978,-0.0,0.026888098062475718,0.0035603873528973207,10035.603873528973,0.0,0.0
2025-02-15 21:00:00,1739653200,0.7789,0.782,0.7782,0.7809,747526.44681277,0.79415,0.009877006791427612,0.8139040135828552,0.7743959864171448,0,0.0,0.0023103581055063938,0.0,0.029260577303282354,0.0035603873528973207,10035.603873528973,0.0,0.0
2025-02-15 22:00:00,1739656800,0.7809,0.7848,0.7754,0.7802,797189.05193052,0.7924849999999999,0.009228917653367927,0.8109428353067357,0.774027164693264,0,0.0,-0.0008964015879113774,-0.0,0.028337946487413168,0.0035603873528973207,10035.603873528973,0.0,0.0
2025-02-15 23:00:00,1739660400,0.7801,0.784,0.7785,0.7811,1026398.17017441,0.791145,0.008808995103691371,0.8087629902073827,0.7735270097926172,0,0.0,0.0011535503716995077,0.0,0.029524186107816375,0.0035603873528973207,10035.603873528973,0.0,0.0
2025-02-16 00:00:00,1739664000,0.7811,0.7895,0.7794,0.7804,1239282.20897436,0.789685,0.007969037120731557,0.8056230742414631,0.7737469257585369,0,0.0,-0.0008961720650365601,-0.0,0.028601555291946967,0.0035603873528973207,10035.603873528973,0.0,0.0
2025-02-16 01:00:00,1739667600,0.7805,0.782,0.7762,0.781,1307966.81529157,0.7884450000000001,0.0072241899928401545,0.8028933799856803,0.7739966200143198,0,0.0,0.0007688364941056403,0.0,0.029392381705549253,0.0035603873528973207,10035.603873528973,0.0,0.0
2025-02-16 02:00:00,1739671200,0.7809,0.7822,0.773,0.775,1175832.69607118,0.78737,0.0075545803464221635,0.8024791606928443,0.7722608393071557,0,0.0,-0.007682458386683799,-0.0,0.02148411756952706,0.0035603873528973207,10035.603873528973,0.0,0.0
2025-02-16 03:00:00,1739674800,0.7748,0.7768,0.772,0.7768,635051.62199904,0.786375,0.007571544721766316,0.8015180894435326,0.7712319105564674,0,0.0,0.0023225806451612208,0.0,0.023856596810333697,0.0035603873528973207,10035.603873528973,0.0,0.0
2025-02-16 04:00:00,1739678400,0.7768,0.7848,0.7755,0.7847,678276.37459848,0.785585,0.006805746410978787,0.7991964928219576,0.7719735071780424,0,0.0,0.010169927909371657,0.0,0.03426914458942942,0.0035603873528973207,10035.603873528973,0.0,0.0
2025-02-16 05:00:00,1739682000,0.7847,0.7891,0.7818,0.7858,699865.5127558201,0.78498,0.006160621978170695,0.7973012439563414,0.7726587560436586,0,0.0,0.00140180960876779,0.0,0.03571899301436687,0.0035603873528973207,10035.603873528973,0.0,0.0
2025-02-16 06:00:00,1739685600,0.7856,0.7869,0.7819,0.7846,750040.8186629601,0.7842800000000001,0.005261338632948122,0.7948026772658964,0.7737573227341038,0,0.0,-0.0015271061338764103,-0.0,0.0341373401871623,0.0035603873528973207,10035.603873528973,0.0,0.0
2025-02-16 07:00:00,1739689200,0.7845,0.7845,0.7764,0.7786,796073.29005054,0.7835099999999999,0.004876787121825806,0.7932635742436516,0.7737564257563483,0,0.0,-0.0076472087687994295,-0.0,0.02622907605114011,0.0035603873528973207,10035.603873528973,0.0,0.0
2025-02-16 08:00:00,1739692800,0.7787,0.7811,0.7766,0.7773,380607.83559925,0.7826850000000001,0.004418534527244212,0.7915220690544885,0.7738479309455116,0,0.0,-0.001669663498587215,-0.0,0.02451561882166864,0.0035603873528973207,10035.603873528973,0.0,0.0
2025-02-16 09:00:00,1739696400,0.7774,0.7829,0.7723,0.7806,783155.19797108,0.78211,0.0038391199649518764,0.7897882399299038,0.7744317600700962,0,0.0,0.004245465071401,0.0,0.028865164096480767,0.0035603873528973207,10035.603873528973,0.0,0.0
2025-02-16 10:00:00,1739700000,0.7803,0.7817,0.7772,0.7777,391156.3613269,0.7816,0.003704620159523163,0.7890092403190463,0.7741907596809536,0,0.0,-0.0037150909556751266,-0.0,0.02504283643073668,0.0035603873528973207,10035.603873528973,0.0,0.0
2025-02-16 11:00:00,1739703600,0.7779,0.7842,0.7763,0.7834,594800.6098262001,0.78144,0.0035428801842610855,0.7885257603685222,0.7743542396314779,0,0.0,0.007329304359007471,0.0,0.03255568735995795,0.0035603873528973207,10035.603873528973,0.0,0.0
2025-02-16 12:00:00,1739707200,0.7832,0.7849,0.7778,0.7786,785630.18111187,0.78114,0.0035151401858739607,0.7881702803717479,0.774109719628252,0,0.0,-0.00612713811590504,-0.0,0.026229076051140332,0.0035603873528973207,10035.603873528973,0.0,0.0
2025-02-16 13:00:00,1739710800,0.7787,0.7803,0.7675,0.7685,1136986.58536099,0.78038,0.004451090936652152,0.7892821818733042,0.7714778181266957,1,0.0,-0.012972001027485192,-0.0,0.012916831422169706,0.0035603873528973207,10035.603873528973,0.0,0.0
2025-02-16 14:00:00,1739714400,0.7681,0.7744,0.7618,0.7712,2014469.2912369,0.779475,0.004381525209094081,0.7882380504181882,0.7707119495818119,0,1.0,0.003513337670787209,0.003513337670787209,0.016475550283379548,0.007086233866694158,10070.862338666942,0.0,1.0
2025-02-16 15:00:00,1739718000,0.7713,0.775,0.7692,0.7701,679646.8328996401,0.77878,0.004715662592281552,0.7882113251845632,0.7693486748154369,0,0.0,-0.0014263485477178373,-0.0,0.015025701858442098,0.007086233866694158,10070.862338666942,0.0,-1.0
2025-02-16 16:00:00,1739721600,0.77,0.7765,0.7687,0.7735,1379535.59292865,0.7785,0.004859716257694124,0.7882194325153882,0.7687805674846118,0,0.0,0.004415011037527616,0.0,0.019507051535521347,0.007086233866694158,10070.862338666942,0.0,0.0
