datetime,timestamp,open,high,low,close,volume,rsi,signal,position,market_return,strategy_return,market_cumulative_return,strategy_cumulative_return,equity,drawdown,trade
2025-02-13 01:00:00,1739408400,0.7938,0.8042,0.7918,0.801,1556086.40394172,60.34985422740521,0,0.0,0.009197429759355114,0.0,0.05575326215895693,0.0,10000.0,0.0,0.0
2025-02-13 02:00:00,1739412000,0.8009,0.8013,0.7882,0.7899,2079715.39874812,52.80612244897962,0,0.0,-0.013857677902621712,-0.0,0.041122973507315974,0.0,10000.0,0.0,0.0
2025-02-13 03:00:00,1739415600,0.79,0.7927,0.7858,0.7882,1477187.76013018,64.08668730650149,0,0.0,-0.002152171160906491,-0.0,0.03888229866877624,0.0,10000.0,0.0,0.0
2025-02-13 04:00:00,1739419200,0.7883,0.789,0.7747,0.7775,1777623.60071301,53.877551020408106,0,0.0,-0.01357523471200206,-0.0,0.024779227626203326,0.0,10000.0,0.0,0.0
2025-02-13 05:00:00,1739422800,0.7775,0.7823,0.7705,0.7823,2166224.16853634,57.142857142857125,0,0.0,0.00617363344051447,0.0,0.031105838935020946,0.0,10000.0,0.0,0.0
2025-02-13 06:00:00,1739426400,0.7821,0.7839,0.7697,0.7752,3112480.66938041,42.695035460992955,0,0.0,-0.00907580212194814,-0.0,0.021747726374061305,0.0,10000.0,0.0,0.0
2025-02-13 07:00:00,1739430000,0.7749,0.7874,0.7709,0.7848,3055655.79866597,47.66839378238347,0,0.0,0.012383900928792713,0.0,0.03440094899169699,0.0,10000.0,0.0,0.0
2025-02-13 08:00:00,1739433600,0.7845,0.7886,0.7735,0.7759,1303060.2821267,44.7144592952613,0,0.0,-0.011340468909276313,-0.0,0.022670357189930712,0.0,10000.0,0.0,0.0
2025-02-13 09:00:00,1739437200,0.7756,0.7841,0.7736,0.7829,672793.99277216,47.215777262181035,0,0.0,0.009021781157365627,0.0,0.03189666534862323,0.0,10000.0,0.0,0.0
2025-02-13 10:00:00,1739440800,0.7827,0.7831,0.777,0.7802,514382.77341642,43.360752056404266,0,0.0,-0.0034487163111508456,-0.0,0.028337946487413168,0.0,10000.0,0.0,0.0
2025-02-13 11:00:00,1739444400,0.7801,0.7858,0.7775,0.7831,765545.29989447,44.661308840413355,0,0.0,0.003716995642143006,0.0,0.03216027415315725,0.0,10000.0,0.0,0.0
2025-02-13 12:00:00,1739448000,0.783,0.7881,0.7781,0.7799,1079950.08592709,40.30197444831598,0,0.0,-0.004086323585748897,-0.0,0.027942533280612247,0.0,10000.0,0.0,0.0
2025-02-13 13:00:00,1739451600,0.7801,0.7881,0.7759,0.7823,1183108.15966661,39.812646370023465,0,0.0,0.003077317604821106,0.0,0.03110583893502117,0.0,10000.0,0.0,0.0
2025-02-13 14:00:00,1739455200,0.7823,0.7832,0.7706,0.7793,3527279.2401135,41.262135922330145,0,0.0,-0.0038348459670203283,-0.0,0.027151706867010184,0.0,10000.0,0.0,0.0
2025-02-13 15:00:00,1739458800,0.7792,0.793,0.7745,0.7884,1958521.68400124,42.51781472684084,0,0.0,0.011677146156807483,0.0,0.03914590747331048,0.0,10000.0,0.0,0.0
2025-02-13 16:00:00,1739462400,0.7882,0.795,0.7753,0.778,1766857.11416487,42.874251497005986,0,0.0,-0.013191273465246067,-0.0,0.025438249637538712,0.0,10000.0,0.0,0.0
2025-02-13 17:00:00,1739466000,0.7781,0.7865,0.7758,0.7839,1430353.60598247,47.54846066134552,0,0.0,0.007583547557840742,0.0,0.033214709371294004,0.0,10000.0,0.0,0.0
2025-02-13 18:00:00,1739469600,0.784,0.8,0.7827,0.7993,2530021.62636732,61.79653679653681,0,0.0,0.01964536292894503,0.0,0.05351258732041764,0.0,10000.0,0.0,0.0
2025-02-13 19:00:00,1739473200,0.7992,0.8133,0.7942,0.7985,5857906.76861328,59.1628959276018,0,0.0,-0.0010008757662954837,-0.0,0.05245815210228133,0.0,10000.0,0.0,0.0
2025-02-13 20:00:00,1739476800,0.7985,0.8112,0.7972,0.8077,1611839.73611341,67.95580110497235,0,0.0,0.011521603005635539,0.0,0.06458415711084853,0.0,10000.0,0.0,0.0
2025-02-13 21:00:00,1739480400,0.8077,0.825,0.8074,0.8153,4650584.49240273,67.23163841807907,0,0.0,0.009409434195864819,0.0,0.07460129168314333,0.0,10000.0,0.0,0.0
2025-02-13 22:00:00,1739484000,0.815,0.8309,0.8087,0.8109,4394187.25190392,70.83333333333327,-1,0.0,-0.005396786458972236,-0.0,0.06880189798339376,0.0,10000.0,0.0,0.0
2025-02-13 23:00:00,1739487600,0.811,0.813,0.8041,0.8106,2603530.78802385,67.91720569210862,0,-1.0,-0.00036995930447647485,0.00036995930447647485,0.06840648477659261,0.0003699593044763638,10003.699593044763,0.0,-1.0
2025-02-14 00:00:00,1739491200,0.8109,0.8145,0.7994,0.804,1347867.10422854,64.65517241379314,0,0.0,-0.008142116950407008,-0.0,0.05970739422696836,0.0003699593044763638,10003.699593044763,0.0,1.0
2025-02-14 01:00:00,1739494800,0.8039,0.8056,0.7965,0.8006,994161.00960289,60.70991432068541,0,0.0,-0.004228855721393088,-0.0,0.05522604454988911,0.0003699593044763638,10003.699593044763,0.0,0.0
2025-02-14 02:00:00,1739498400,0.8008,0.8055,0.7995,0.8008,625557.49265496,63.27827191867848,0,0.0,0.0002498126405194867,0.0,0.05548965335442313,0.0003699593044763638,10003.699593044763,0.0,0.0
2025-02-14 03:00:00,1739502000,0.8009,0.8141,0.7988,0.8129,1427515.56309785,67.30769230769228,0,0.0,0.015109890109890056,0.0,0.07143798602873441,0.0003699593044763638,10003.699593044763,0.0,0.0
2025-02-14 04:00:00,1739505600,0.8131,0.8153,0.8042,0.8054,1174959.729531,64.04736275565125,0,0.0,-0.009226227088202643,-0.0,0.06155265585870673,0.0003699593044763638,10003.699593044763,0.0,0.0
2025-02-14 05:00:00,1739509200,0.8056,0.8059,0.7973,0.7982,2201921.98960507,55.3846153846154,0,0.0,-0.008939657313136284,-0.0,0.05206273889548019,0.0003699593044763638,10003.699593044763,0.0,0.0
2025-02-14 06:00:00,1739512800,0.7981,0.8009,0.7949,0.7975,1101460.31394469,61.99261992619923,0,0.0,-0.0008769731896768329,-0.0,0.05114010807961078,0.0003699593044763638,10003.699593044763,0.0,0.0
2025-02-14 07:00:00,1739516400,0.7975,0.8013,0.7968,0.7997,623152.48233313,60.18041237113397,0,0.0,0.0027586206896550447,0.0,0.05403980492948546,0.0003699593044763638,10003.699593044763,0.0,0.0
2025-02-14 08:00:00,1739520000,0.7997,0.8231,0.7986,0.813,2730794.38419007,59.07284768211916,0,0.0,0.01663123671376754,0.0,0.07156979043100109,0.0003699593044763638,10003.699593044763,0.0,0.0
2025-02-14 09:00:00,1739523600,0.8129,0.8283,0.8111,0.82,2719107.80444864,63.15789473684208,0,0.0,0.008610086100861114,0.0,0.08079609858969361,0.0003699593044763638,10003.699593044763,0.0,0.0
2025-02-14 10:00:00,1739527200,0.8199,0.8216,0.8109,0.8122,1500082.17357621,52.80199252801996,0,0.0,-0.009512195121951117,-0.0,0.070515355212865,0.0003699593044763638,10003.699593044763,0.0,0.0
2025-02-14 11:00:00,1739530800,0.812,0.8156,0.8025,0.8065,1024368.21745076,44.38775510204079,0,0.0,-0.007017975868012893,-0.0,0.06300250428364396,0.0003699593044763638,10003.699593044763,0.0,0.0
2025-02-14 12:00:00,1739534400,0.8062,0.8062,0.7966,0.8008,1335735.38998951,43.66373902132998,0,0.0,-0.007067575945443272,-0.0,0.05548965335442291,0.0003699593044763638,10003.699593044763,0.0,0.0
2025-02-14 13:00:00,1739538000,0.8006,0.8097,0.7981,0.8068,1185620.40745517,47.77517564402808,0,0.0,0.007492507492507405,0.0,0.06339791749044488,0.0003699593044763638,10003.699593044763,0.0,0.0
2025-02-14 14:00:00,1739541600,0.8069,0.8186,0.8011,0.8139,1871805.1517793,55.76251455180437,0,0.0,0.008800198314328211,0.0,0.07275603005140452,0.0003699593044763638,10003.699593044763,0.0,0.0
2025-02-14 15:00:00,1739545200,0.8138,0.8152,0.7984,0.8077,1785539.79590186,54.002254791431795,0,0.0,-0.007617643445140709,-0.0,0.0645841571108483,0.0003699593044763638,10003.699593044763,0.0,0.0
2025-02-14 16:00:00,1739548800,0.8078,0.8106,0.7999,0.8104,1033033.43586378,55.26315789473688,0,0.0,0.003342825306425601,0.0,0.06814287597205815,0.0003699593044763638,10003.699593044763,0.0,0.0
2025-02-14 17:00:00,1739552400,0.8103,0.8275,0.8041,0.823,3464153.2079739,55.507088331515824,0,0.0,0.01554787759131293,0.0,0.0847502306577046,0.0003699593044763638,10003.699593044763,0.0,0.0
2025-02-14 18:00:00,1739556000,0.8229,0.8291,0.8144,0.8167,2534067.52550815,56.243093922651916,0,0.0,-0.007654921020656125,-0.0,0.07644655331488126,0.0003699593044763638,10003.699593044763,0.0,0.0
2025-02-14 19:00:00,1739559600,0.8168,0.8277,0.8125,0.8174,2933307.54852004,61.42857142857143,0,0.0,0.0008571078731480775,0.0,0.07736918413075067,0.0003699593044763638,10003.699593044763,0.0,0.0
2025-02-14 20:00:00,1739563200,0.8175,0.8209,0.8022,0.8054,2411982.53419967,54.1448058761805,0,0.0,-0.014680694886224588,-0.0,0.061552655858706506,0.0003699593044763638,10003.699593044763,0.0,0.0
2025-02-14 21:00:00,1739566800,0.8055,0.8098,0.7986,0.8066,2517240.68099469,53.658536585365866,0,0.0,0.0014899428855226216,0.0,0.06313430868591086,0.0003699593044763638,10003.699593044763,0.0,0.0
2025-02-14 22:00:00,1739570400,0.8064,0.8079,0.79,0.7951,3028129.41111758,40.324324324324365,0,0.0,-0.014257376642697661,-0.0,0.04797680242520186,0.0003699593044763638,10003.699593044763,0.0,0.0
2025-02-14 23:00:00,1739574000,0.7955,0.8017,0.793,0.8,1374059.30829829,38.938053097345176,0,0.0,0.006162746824298848,0.0,0.0544352181362866,0.0003699593044763638,10003.699593044763,0.0,0.0
2025-02-15 00:00:00,1739577600,0.7998,0.8003,0.791,0.795,1639532.97085103,40.18264840182649,0,0.0,-0.006249999999999978,-0.0,0.04784499802293474,0.0003699593044763638,10003.699593044763,0.0,0.0
2025-02-15 01:00:00,1739581200,0.7947,0.8059,0.7942,0.8051,1161865.9716779,49.23913043478263,0,0.0,0.012704402515723245,0.0,0.061157242651905364,0.0003699593044763638,10003.699593044763,0.0,0.0
2025-02-15 02:00:00,1739584800,0.805,0.8139,0.805,0.8135,1912132.36409997,56.70538542766634,0,0.0,0.010433486523413249,0.0,0.07222881244233648,0.0003699593044763638,10003.699593044763,0.0,0.0
2025-02-15 03:00:00,1739588400,0.8137,0.8138,0.8063,0.8079,830040.54789956,50.5832449628844,0,0.0,-0.006883835279655859,-0.0,0.06484776591538233,0.0003699593044763638,10003.699593044763,0.0,0.0
2025-02-15 04:00:00,1739592000,0.808,0.8141,0.8065,0.8096,1100437.01129831,47.581552305961765,0,0.0,0.00210422081940842,0.0,0.06708844075392206,0.0003699593044763638,10003.699593044763,0.0,0.0
2025-02-15 05:00:00,1739595600,0.8094,0.8102,0.805,0.8058,1130947.75823732,48.901734104046234,0,0.0,-0.004693675889328119,-0.0,0.06207987346777455,0.0003699593044763638,10003.699593044763,0.0,0.0
2025-02-15 06:00:00,1739599200,0.8057,0.8057,0.795,0.7965,1168236.35223481,42.53490870032222,0,0.0,-0.011541325390915791,-0.0,0.04982206405694023,0.0003699593044763638,10003.699593044763,0.0,0.0
2025-02-15 07:00:00,1739602800,0.7961,0.8012,0.7932,0.7967,1356853.2714957,33.705080545229265,0,0.0,0.00025109855618321575,0.0,0.05008567286147425,0.0003699593044763638,10003.699593044763,0.0,0.0
2025-02-15 08:00:00,1739606400,0.7967,0.8047,0.7966,0.8005,529583.45859045,39.641943734015356,0,0.0,0.004769674908999599,0.0,0.05509424014762154,0.0003699593044763638,10003.699593044763,0.0,0.0
2025-02-15 09:00:00,1739610000,0.8006,0.8038,0.7975,0.7979,828583.5015473,37.82771535580526,0,0.0,-0.003247970018738222,-0.0,0.0516673256886786,0.0003699593044763638,10003.699593044763,0.0,0.0
2025-02-15 10:00:00,1739613600,0.7981,0.801,0.7938,0.7986,574152.6768092,45.05813953488369,0,0.0,0.0008773029201654126,0.0,0.052589956504547786,0.0003699593044763638,10003.699593044763,0.0,0.0
2025-02-15 11:00:00,1739617200,0.7984,0.8,0.79,0.794,790304.3452259,41.27423822714683,0,0.0,-0.005760080140245316,-0.0,0.04652695400026419,0.0003699593044763638,10003.699593044763,0.0,0.0
2025-02-15 12:00:00,1739620800,0.7943,0.7971,0.7919,0.7938,476502.40031263,48.93267651888335,0,0.0,-0.0002518891687658398,-0.0,0.046263345195729944,0.0003699593044763638,10003.699593044763,0.0,0.0
2025-02-15 13:00:00,1739624400,0.794,0.7963,0.7907,0.7921,771746.03149502,43.1542461005199,0,0.0,-0.0021415973796925503,-0.0,0.04402267035719043,0.0003699593044763638,10003.699593044763,0.0,0.0
2025-02-15 14:00:00,1739628000,0.7921,0.7923,0.7801,0.7879,3123837.88732885,43.76098418277679,0,0.0,-0.005302360813028595,-0.0,0.038486885461975096,0.0003699593044763638,10003.699593044763,0.0,0.0
2025-02-15 15:00:00,1739631600,0.7881,0.7917,0.7835,0.7866,870237.10651601,30.76923076923066,0,0.0,-0.0016499555781192,-0.0,0.0367734282325034,0.0003699593044763638,10003.699593044763,0.0,0.0
2025-02-15 16:00:00,1739635200,0.7868,0.7886,0.7821,0.7846,1066896.63105565,15.3477218225419,1,0.0,-0.002542588354945363,-0.0,0.034137340187162746,0.0003699593044763638,10003.699593044763,0.0,0.0
2025-02-15 17:00:00,1739638800,0.7844,0.7875,0.7807,0.7837,1140302.44305733,17.297297297297234,1,1.0,-0.001147081315319931,-0.001147081315319931,0.03295110056675932,-0.0007775463842492059,9992.224536157508,0.001147081315319931,1.0
2025-02-15 18:00:00,1739642400,0.7836,0.7915,0.7826,0.7893,1905938.26357459,25.183374083129564,1,1.0,0.007145591425290254,0.007145591425290254,0.040332147093713244,0.0063624890122648825,10063.624890122648,0.0,0.0
2025-02-15 19:00:00,1739646000,0.7893,0.7901,0.7828,0.784,1184710.21819149,24.292452830188694,1,1.0,-0.006714810591663456,-0.006714810591663456,0.03334651377356046,-0.0003950444880074233,9996.049555119926,0.006714810591663345,0.0
2025-02-15 20:00:00,1739649600,0.784,0.7861,0.7748,0.7791,2232260.35144499,27.10526315789474,1,1.0,-0.006249999999999978,-0.006249999999999978,0.026888098062475718,-0.006642575459957389,9933.574245400427,0.012922843025465425,0.0
2025-02-15 21:00:00,1739653200,0.7789,0.782,0.7782,0.7809,747526.44681277,30.050505050505137,0,1.0,0.0023103581055063938,0.0023103581055063938,0.029260577303282354,-0.004347564082506361,9956.524359174937,0.010642341315089121,0.0
2025-02-15 22:00:00,1739656800,0.7809,0.7848,0.7754,0.7802,797189.05193052,22.191780821917817,1,0.0,-0.0008964015879113774,-0.0,0.028337946487413168,-0.004347564082506361,9956.524359174937,0.010642341315089121,-1.0
2025-02-15 23:00:00,1739660400,0.7801,0.784,0.7785,0.7811,1026398.17017441,25.862068965517224,1,1.0,0.0011535503716995077,0.0011535503716995077,0.029524186107816375,-0.003199028844970253,9968.009711550298,0.009501067420169429,1.0
2025-02-16 00:00:00,1739664000,0.7811,0.7895,0.7794,0.7804,1239282.20897436,23.85057471264382,1,1.0,-0.0008961720650365601,-0.0008961720650365601,0.028601555291946967,-0.004092334029720757,9959.076659702792,0.010388724893996115,0.0
2025-02-16 01:00:00,1739667600,0.7805,0.782,0.7762,0.781,1307966.81529157,28.896103896104066,1,1.0,0.0007688364941056403,0.0007688364941056403,0.029392381705549253,-0.0033266438713632773,9966.733561286368,0.009627875630716098,0.0
2025-02-16 02:00:00,1739671200,0.7809,0.7822,0.773,0.775,1175832.69607118,24.316939890710614,1,1.0,-0.007682458386683799,-0.007682458386683799,0.02148411756952706,-0.01098354545493796,9890.16454545062,0.017236368263514934,0.0
2025-02-16 03:00:00,1739674800,0.7748,0.7768,0.772,0.7768,635051.62199904,29.155313351498833,1,1.0,0.0023225806451612208,0.0023225806451612208,0.023856596810333697,-0.008686474979865633,9913.135250201343,0.014953820473675328,0.0
2025-02-16 04:00:00,1739678400,0.7768,0.7848,0.7755,0.7847,678276.37459848,46.03960396039595,0,1.0,0.010169927909371657,0.010169927909371657,0.03426914458942942,0.0013951121051742899,10013.951121051743,0.0049359718404905495,0.0
2025-02-16 05:00:00,1739682000,0.7847,0.7891,0.7818,0.7858,699865.5127558201,49.00497512437823,0,0.0,0.00140180960876779,0.0,0.03571899301436687,0.0013951121051742899,10013.951121051743,0.0049359718404905495,-1.0
2025-02-16 06:00:00,1739685600,0.7856,0.7869,0.7819,0.7846,750040.8186629601,50.0,0,0.0,-0.0015271061338764103,-0.0,0.0341373401871623,0.0013951121051742899,10013.951121051743,0.0049359718404905495,0.0
2025-02-16 07:00:00,1739689200,0.7845,0.7845,0.7764,0.7786,796073.29005054,44.26966292134836,0,0.0,-0.0076472087687994295,-0.0,0.02622907605114011,0.0013951121051742899,10013.951121051743,0.0049359718404905495,0.0
2025-02-16 08:00:00,1739692800,0.7787,0.7811,0.7766,0.7773,380607.83559925,35.07462686567172,0,0.0,-0.001669663498587215,-0.0,0.02451561882166864,0.0013951121051742899,10013.951121051743,0.0049359718404905495,0.0
2025-02-16 09:00:00,1739696400,0.7774,0.7829,0.7723,0.7806,783155.19797108,45.549738219895225,0,0.0,0.004245465071401,0.0,0.028865164096480767,0.0013951121051742899,10013.951121051743,0.0049359718404905495,0.0
2025-02-16 10:00:00,1739700000,0.7803,0.7817,0.7772,0.7777,391156.3613269,48.06629834254135,0,0.0,-0.0037150909556751266,-0.0,0.02504283643073668,0.0013951121051742899,10013.951121051743,0.0049359718404905495,0.0
2025-02-16 11:00:00,1739703600,0.7779,0.7842,0.7763,0.7834,594800.6098262001,53.11720698254356,0,0.0,0.007329304359007471,0.0,0.03255568735995795,0.0013951121051742899,10013.951121051743,0.0049359718404905495,0.0
2025-02-16 12:00:00,1739707200,0.7832,0.7849,0.7778,0.7786,785630.18111187,48.190045248868735,0,0.0,-0.00612713811590504,-0.0,0.026229076051140332,0.0013951121051742899,10013.951121051743,0.0049359718404905495,0.0
2025-02-16 13:00:00,1739710800,0.7787,0.7803,0.7675,0.7685,1136986.58536099,38.20224719101124,0,0.0,-0.012972001027485192,-0.0,0.012916831422169706,0.0013951121051742899,10013.951121051743,0.0049359718404905495,0.0
2025-02-16 14:00:00,1739714400,0.7681,0.7744,0.7618,0.7712,2014469.2912369,41.69675090252712,0,0.0,0.003513337670787209,0.0,0.016475550283379548,0.0013951121051742899,10013.951121051743,0.0049359718404905495,0.0
2025-02-16 15:00:00,1739718000,0.7713,0.775,0.7692,0.7701,679646.8328996401,40.25044722719143,0,0.0,-0.0014263485477178373,-0.0,0.015025701858442098,0.0013951121051742899,10013.951121051743,0.0049359718404905495,0.0
2025-02-16 16:00:00,1739721600,0.77,0.7765,0.7687,0.7735,1379535.59292865,48.59287054409001,0,0.0,0.004415011037527616,0.0,0.019507051535521347,0.0013951121051742899,10013.951121051743,0.0049359718404905495,0.0
2025-02-16 17:00:00,1739725200,0.7735,0.7774,0.7715,0.7725,723686.22127099,45.904761904761834,0,0.0,-0.0012928248222365823,-0.0,0.01818900751285102,0.0013951121051742899,10013.951121051743,0.0049359718404905495,0.0
2025-02-16 18:00:00,1739728800,0.7727,0.7727,0.7634,0.7705,2172895.97163097,34.76394849785416,0,0.0,-0.0025889967637540146,-0.0,0.015552919467510362,0.0013951121051742899,10013.951121051743,0.0049359718404905495,0.0
2025-02-16 19:00:00,1739732400,0.7701,0.7728,0.7661,0.7714,859752.04300846,34.48275862068961,0,0.0,0.0011680726800777919,0.0,0.01673915908791357,0.0013951121051742899,10013.951121051743,0.0049359718404905495,0.0
2025-02-16 20:00:00,1739736000,0.7713,0.7759,0.7706,0.7716,1127012.12035653,35.6828193832599,0,0.0,0.00025926886180971387,0.0,0.01700276789244759,0.0013951121051742899,10013.951121051743,0.0049359718404905495,0.0
2025-02-16 21:00:00,1739739600,0.7714,0.7811,0.7686,0.7793,1457977.90797903,50.743099787685814,0,0.0,0.009979263867288868,0.0,0.027151706867009517,0.0013951121051742899,10013.951121051743,0.0049359718404905495,0.0
2025-02-16 22:00:00,1739743200,0.7793,0.7844,0.7769,0.7816,1079256.87389618,54.46985446985443,0,0.0,0.0029513666110612125,0.0,0.030183208119151317,0.0013951121051742899,10013.951121051743,0.0049359718404905495,0.0
2025-02-16 23:00:00,1739746800,0.7818,0.7818,0.7691,0.7712,1706308.92617941,41.48550724637685,0,0.0,-0.013306038894575156,-0.0,0.01647555028337977,0.0013951121051742899,10013.951121051743,0.0049359718404905495,0.0
2025-02-17 00:00:00,1739750400,0.7714,0.7875,0.7706,0.7818,2573156.01195404,53.259141494435696,0,0.0,0.013744813278008472,0.0,0.030446816923685782,0.0013951121051742899,10013.951121051743,0.0049359718404905495,0.0
2025-02-17 01:00:00,1739754000,0.782,0.7968,0.7808,0.7962,3085416.46501882,58.93854748603354,0,0.0,0.018419033000767415,0.0,0.049426650850138865,0.0013951121051742899,10013.951121051743,0.0049359718404905495,0.0
2025-02-17 02:00:00,1739757600,0.7962,0.7994,0.7914,0.7914,2256494.58974144,58.93854748603354,0,0.0,-0.006028636021100264,-0.0,0.04310003954132102,0.0013951121051742899,10013.951121051743,0.0049359718404905495,0.0
2025-02-17 03:00:00,1739761200,0.7913,0.7959,0.7847,0.7949,1414045.48166549,70.30769230769236,-1,0.0,0.004422542330048129,0.0,0.04771319362066739,0.0013951121051742899,10013.951121051743,0.0049359718404905495,0.0
2025-02-17 04:00:00,1739764800,0.7947,0.8118,0.7893,0.8064,4212918.62167558,73.84823848238483,-1,-1.0,0.014467228582211611,-0.014467228582211611,0.06287069988137661,-0.013092299882760727,9869.077001172393,0.019331790589810494,-1.0
2025-02-17 05:00:00,1739768400,0.8062,0.8178,0.7955,0.8023,4330492.92752403,70.96354166666667,-1,-1.0,-0.005084325396825351,0.005084325396825351,0.05746671938842818,-0.0080745399987322,9919.254600012679,0.014345754306847036,0.0
2025-02-17 06:00:00,1739772000,0.8023,0.8143,0.8018,0.8072,2982127.09645925,71.51979565772672,-1,-1.0,0.006107441106817824,-0.006107441106817824,0.06392513509951292,-0.014132666328043109,9858.673336719568,0.02036557956410301,0.0
2025-02-17 07:00:00,1739775600,0.8072,0.8129,0.7876,0.7937,3370536.3002586,61.67400881057267,0,-1.0,-0.0167244796828544,0.0167244796828544,0.046131540793463044,0.0023554518639432587,10023.554518639432,0.003981703602898068,0.0
2025-02-17 08:00:00,1739779200,0.7941,0.803,0.7911,0.7964,3604599.40611387,64.15300546448087,0,0.0,0.0034017890890765123,0.0,0.04969025965467311,0.0023554518639432587,10023.554518639432,0.003981703602898068,1.0
2025-02-17 09:00:00,1739782800,0.7967,0.7995,0.7926,0.7959,983413.99518872,63.44676180021957,0,0.0,-0.0006278252134604978,-0.0,0.049031237643337944,0.0023554518639432587,10023.554518639432,0.003981703602898068,0.0
2025-02-17 10:00:00,1739786400,0.7962,0.805,0.7953,0.7991,1117878.28022308,64.61211477151969,0,0.0,0.004020605603719085,0.0,0.05324897851588317,0.0023554518639432587,10023.554518639432,0.003981703602898068,0.0
2025-02-17 11:00:00,1739790000,0.7987,0.8094,0.7961,0.8004,1957256.1784642,62.0296465222349,0,0.0,0.0016268301839568178,0.0,0.05496243574535442,0.0023554518639432587,10023.554518639432,0.003981703602898068,0.0
2025-02-17 12:00:00,1739793600,0.8007,0.8099,0.8,0.8081,1559483.06173247,64.23200859291089,0,0.0,0.009620189905047427,0.0,0.06511137471991613,0.0023554518639432587,10023.554518639432,0.003981703602898068,0.0
